Lesson Number,Lesson Title,Chapter Title,Module Title,Description,Resource Number,Key Concept,Concept Definition,Resource Title,Resource Description,Resource Link,Resource Source,Resource ID
6.3.2,,,,,3,vulnerability assessment,"A vulnerability assessment is a systematic process used to identify, evaluate, and prioritize potential weaknesses in a system, organization, or community that could be exploited by threats, particularly in the context of environmental, social, or economic risks.",Infrastructure for climate action,"This report highlights the key role that infrastructure plays in delivering climate action and sustainable development. The research synthesized within this publication highlights the transformative role that infrastructure investments can have, including which sectors have the greatest potential to drive sustainable development, and opportunities to work in a holistic and integrated way to maximize positive impacts. ",UNOPS,https://content.unops.org/publications/Infrastructure-for-climate-action_EN.pdf,6323
6.3.3,An Intersectional Approach to Climate Change,,,Applying an intersectional lens to the energy transition,1,community-led solutions,"Community-led solutions are initiatives or strategies developed and implemented by local communities to address their own challenges, leveraging local knowledge, resources, and participation to create sustainable and effective outcomes.",Gender Data and Climate Playbook,"This playbook is a guide to understanding how climate change affects the lives of different genders and seeks to provide practical tools to address these issues. This playbook aims to empower individuals, communities, and policymakers with the knowledge and resources needed to create more equitable and sustainable solutions for a better future.",Resource Library,https://data.org/playbooks/gender-data-and-climate/,6331
6.3.3,,,,,2,indigenous knowledge for climate action,"Indigenous knowledge for climate action refers to the traditional ecological knowledge and practices of Indigenous peoples that contribute to understanding and addressing climate change, emphasizing sustainable resource management, biodiversity conservation, and resilience strategies rooted in cultural heritage.",Intersectionality resource guide and toolkit,"This Resource Guide and Toolkit offers a starting point for
those wishing to deepen their understanding and apply
an intersectional approach to their work. It aims to pro-
vide conceptual clarity, a practical framework and tools
for reducing compounded and intersecting inequalities
faced by people experiencing diverse and compounded
forms of discrimination. ",UN Women,https://www.unwomen.org/sites/default/files/2022-01/Intersectionality-resource-guide-and-toolkit-en.pdf,6332
6.3.3,,,,,3,marginalized communities,"Marginalized communities are groups of people who experience social, economic, or political disadvantages, often due to factors like race, ethnicity, gender, sexual orientation, or disability, leading to reduced access to resources and opportunities.",Indigenous knowledge for climate change assessment and adaptation,"This document highlights the critical role of local and indigenous knowledge in understanding and adapting to climate change, particularly for marginalized communities in highly exposed environments such as arid zones, small islands, high-altitude regions, and the Arctic. It is a collaborative transdisciplinary publication by UNESCO’s LINKS programme, the United Nations University, the IPCC, and other organizations, featuring contributions from indigenous peoples, scientists, and development experts. ",UNESCO,https://unesdoc.unesco.org/ark:/48223/pf0000265504,6333
6.4.1,Decarbonizing the Industry Sector ,Sustainable Energy Transformation in End-use Sectors ,,Adopting low carbon technologies and Improving efficiency for industrial decarbonization,1,carbon capture and storage,"Carbon capture and storage (CCS) is a technology that captures carbon dioxide emissions from sources like power plants and industrial processes, and stores it underground to prevent it from entering the atmosphere.",OECD work in support of Industrial Decabornisation,"Industrial decarbonisation is key to achieving net-zero targets, with manufacturing contributing 40% of global CO₂ emissions in 2022. The OECD offers data-driven analysis and policy recommendations to support governments and industries in accelerating this transition.",OECD,https://www.oecd.org/en/topics/decarbonising-industry.html,6411
6.4.1,,,,,2,energy end-use sectors,"Energy end-use sectors refer to the various categories of activities or industries that consume energy, such as residential, commercial, industrial, and transportation sectors.",Industry Trends Report: Decabonization,Innovation in end-use sectors is vital to the global energy transition; this report explores the benefits that different smart electrification strategies can bring to distribution grids and consumers. ,Intesa Sanpaolo,https://group.intesasanpaolo.com/content/dam/portalgroup/repository-documenti/research/it/esg/202310Decarbonisation-Core.pdf,6412
6.4.1,,,,,3,energy productivity,"Energy productivity refers to the amount of economic output generated per unit of energy consumed, indicating how efficiently energy is used in producing goods and services.",Industry Decarbonization Evaluation and Learning (E&L) Toolkit,"This toolkit is designed to  guide and inform the use of evaluation and learning approaches  throughout the lifecycle of the Industry Decarbonization Program, and  associated projects, with the aim of enhancing their transformational  intent and impact. CIF has identified key moments throughout the  Industry Decarbonization program lifecycle where evaluative work can  generate robust evidence to inform learning and action that can increase the program’s potential, and actual results.",Climate Investment Funds,https://www.cif.org/knowledge-documents/industry-decarbonization-program-evaluation-and-learning-toolkit,6413
6.4.2,"Sustainable Buildings: Efficiency, Electrification, and Equity ",,,Reducing buildings sector energy consumption with electrification and efficiency strategies,1,energy demand for urbanization,"Energy demand for urbanization refers to the total amount of energy required to support the growth and development of urban areas, including residential, commercial, and infrastructure needs.",Developing a Global Energy Efficiency Workforce in the Buildings Sector,"At COP28, countries pledged to double energy efficiency gains, requiring a skilled workforce. The buildings sector will create 1.3 million jobs by 2030, but labor shortages persist.
 This guide helps policymakers identify key energy efficiency jobs—insulation workers, energy auditors, HVAC/R mechanics, and glaziers—and align training with workforce needs through collaboration.",IEA,https://www.iea.org/reports/developing-a-global-energy-efficiency-workforce-in-the-buildings-sector,6421
6.4.2,,,,,2,green buildings,"Green buildings are structures designed, built, and operated to minimize their environmental impact, enhance energy efficiency, and promote the health and well-being of occupants.",Technology and Innovation Pathways for Zero-carbon-ready Buildings by 2030,This report provides the strategic vision of experts from the IEA Technology Collaboration Programmes (TCPs) on how to help achieve some of the most impactful short-term milestones for the buildings sector outlined in the IEA’s Net Zero by 2050 Roadmap.,IEA,https://www.iea.org/reports/technology-and-innovation-pathways-for-zero-carbon-ready-buildings-by-2030,6422
6.4.2,,,,,3,heating and cooling,"Heating and cooling refer to the processes of raising or lowering the temperature of a space to maintain comfort, typically using systems like furnaces, air conditioners, or heat pumps.",Global Monitoring  of Policies for Decarbonising Buildings,"Buildings generate nearly 40% of global CO2 emissions. Without sustainable solutions, urban growth will worsen carbon lock-in. Energy-efficient buildings cut emissions, create jobs, reduce energy poverty, and improve health.
Key challenges include renovating old buildings and ensuring policy alignment. Governments must incentivize action through grants and tax breaks, while new buildings should prioritize low-carbon materials.",OECD,https://www.oecd.org/content/dam/oecd/en/about/programmes/decarbonising-buildings-in-cities-and-regions/PH01-final-20241007-web.pdf,6423
6.4.3,Transforming Transport: Electrification and Inclusive Mobility  ,,,Transitioning to electric mobility for emission reduction and development benefits,1,battery recycling,"Battery recycling is the process of collecting, processing, and reusing materials from used batteries to recover valuable metals and reduce environmental impact.",Smart electrification of end-use sectors: Benefits for distribution grids ,Innovation in end-use sectors is vital to the global energy transition; this report explores the benefits that different smart electrification strategies can bring to distribution grids and consumers. ,International Renewable Energy Agency,https://www.irena.org/Publications/2024/Sep/Smart-electrification-of-end-use-sectors-Benefits-for-distribution-grids,6431
6.4.3,,,,,2,battery storage,"Battery storage refers to the use of batteries to store energy for later use, allowing for the management of energy supply and demand, particularly from renewable sources.",Shifting the Focus Smaller Electric Vehicles for Sustainable Cities,"This report identifies emerging electric vehicle (EV) types and use cases that could form the backbone of a more sustainable, electric future for urban passenger and freight transport. It explores urban EV use cases: electric “car-like” light vehicles, including micro cars and micro EVs; two- and three-wheelers; and shared electric mobility.",International Transport Forum,https://www.itf-oecd.org/sites/default/files/docs/shifting-the-focus-smaller-electric-vehicles-sustainable-cities_0.pdf,6432
6.4.3,,,,,3,electric mobility,"Electric mobility refers to the use of electric-powered vehicles, such as electric cars, bikes, and scooters, for transportation, promoting sustainable and eco-friendly travel.",Decarbonizing Urban Transport for Development,The path to low-carbon urban transport looks fundamentally different in developed and developing countries. This report provides a framework that can help cities leverage these synergies and create transport systems that will support social and economic development outcomes while also reducing emissions.,World Bank,https://openknowledge.worldbank.org/entities/publication/006565c0-c51b-4614-a1a2-35c29ece447b,6433
7.1.1,Introduction to Energy Data,Foundational Concepts of Energy Data and Its Role in Sustainability and Equity,Data in Sustainable Energy,"This lesson breaks down the key qualities of energy data‚Äîlike accuracy, reliability, and timeliness‚Äîand why they matter for making better decisions. It also looks at how data fits into the policy-making process, from spotting problems and setting goals to tracking progress and checking results. It shows how data can help shape energy policies that work for everyone.",1,data quality metrics,"Data quality metrics are standards or measures used to assess the accuracy, completeness, consistency, and reliability of data.",UN International Recommendations for Energy Statistics (IRES),"A global framework for collecting, compiling, and sharing energy statistics, suitable for all countries. It offers internationally agreed guidelines on concepts, definitions, classifications, data sources, compilation strategies, energy balances, and dissemination.",UNDESA,https://unstats.un.org/unsd/energystats/methodology/documents/IRES-web.pdf,7111
7.1.1,,,,,2,data-driven decision making,Data-driven decision making is the process of making choices based on data analysis and interpretation rather than intuition or personal experience.,UN National Quality Assurance Frameworks Manual for Official Statistics (UN NQAF Manual),"Adopted by the UN Statistical Commission in 2019, this manual guides countries in implementing national quality assurance frameworks, addressing new data sources, providers, and Sustainable Development Goal indicators. It was developed by the Expert Group on National Quality Assurance Frameworks (EG-NQAF).",United Nations Statistics Division,https://unstats.un.org/unsd/methodology/dataquality/,7112
7.1.1,,,,,3,Energy Data,"Energy data refers to the quantitative and qualitative information related to the production, consumption, distribution, and performance of energy systems. This encompasses metrics such as generation capacity, fuel consumption, efficiency, emissions, and cost indicators, all of which are critical for monitoring system performance, informing policy decisions, and optimizing energy operations.","UNDP Handbook on Planning, Monitoring, and Evaluating for Development Results","This guide aligns with UNDP’s corporate strategic plan, evaluation policy, and UNEG standards. It provides a framework for planning, monitoring, and evaluation based on the Programme and Operations Policies and Procedures (POPP) to support results-driven development work.",UNDP,http://web.undp.org/evaluation/handbook/documents/english/pme-handbook.pdf,7113
7.1.2,The Role of Data in Advancing Sustainable Energy And Equity,,,"This lesson highlights the critical role of data in advancing sustainable energy and equity, emphasizing its use to track progress, measure impacts, and address disparities. Key tools include UNDP‚Äôs Energy Moonshot Tracker for monitoring global energy access initiatives and the World Bank‚Äôs Multi-Tier Framework to assess energy equity beyond basic metrics. It underscores the need for transparent reporting and ethical data practices to ensure accountability, build trust, and inform policies that balance sustainability with social justice.",1,energy equity metrics,"Energy equity metrics are measures used to assess the fairness and accessibility of energy resources and services across different communities, ensuring that all populations have equal access to affordable, reliable, and sustainable energy.",Beyond Connections: Energy Access Redefined,"This report highlights the critical role of energy access in socioeconomic development and achieving ""universal access to modern energy by 2030,"" a key goal of the SE4All initiative. It introduces multi-tier frameworks for measuring energy access, addressing both quantity and quality aspects, and builds on the Global Tracking Framework (GTF) 2013 to support planning, investment, and progress tracking.",ESMAP,https://mtfenergyaccess.esmap.org/data/files/download-documents/full_report_beyond_connection.pdf,7121
7.1.2,,,,,2,ethical data practices,"Ethical data practices refer to the responsible and fair handling of data, ensuring privacy, consent, transparency, and accountability in data collection, usage, and sharing.",Tracking SDG7: The Energy Progress Report,"This annual report, produced by five custodian agencies (IEA, IRENA, UNSD, World Bank, and WHO), is the global benchmark for tracking progress toward Sustainable Development Goal 7: ensuring access to affordable, reliable, sustainable, and modern energy for all. It provides updated statistics, policy insights, and progress on energy access, efficiency, renewable energy, clean cooking, and international cooperation.",ESMAP,https://trackingsdg7.esmap.org/downloads,7122
7.1.2,,,,,3,multi-tier frameworks,"Multi-tier frameworks are structured systems that organize processes or components into different levels or layers, each with specific roles and responsibilities, often used to enhance efficiency, scalability, and manageability in complex projects or systems.",Renewable energy and jobs: Annual review 2024 ,The eleventh edition of IRENA’s Renewable energy and jobs: Annual review – the fourth consecutive report produced in collaboration with the International Labour Organization (ILO) – provides the latest data and estimates of renewable energy employment globally. ,International Renewable Energy Agency,https://www.irena.org/Publications/2024/Oct/Renewable-energy-and-jobs-Annual-review-2024,7123
7.1.3,The Energy Data Value Chain,,,This lesson delves deeper into the stages of the data value chain and explore the challenges faced by developing communities in leveraging data for sustainable energy development. This analysis highlights the critical role of data in bridging knowledge gaps and advancing equitable energy transitions.,1,data lifecycle,"The data lifecycle refers to the stages that data goes through from its initial creation and storage, through its use and sharing, to its eventual archiving or deletion.",Articulating Value from Data,"Data now comprises up to 90% of a company’s value, yet quantifying its worth remains complex. Emerging valuation approaches focus on both economic and non-financial value, emphasizing data's broader impact on organizations, stakeholders, and society.",World Economic Forum,https://www3.weforum.org/docs/WEF_Articulating_Value_from_Data_2021.pdf,7131
7.1.3,,,,,2,data value chain,"The data value chain refers to the series of steps involved in collecting, processing, analyzing, and utilizing data to create value and inform decision-making.",The Data Value Chain,The purpose of this report is to understand the data value chain in terms of the activities and business models involved in collecting and monetizing data. The report additionally considers the role that mobile network operators (MNOs) are taking within the value chain and the issues and barriers they face when seeking to develop and offer services in these markets.,GSMA,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/gsma_resources/the-data-value-chain/,7132
7.1.3,,,,,3,equitable data access,"Equitable data access refers to the fair and just availability of data to all individuals and communities, ensuring that everyone has the opportunity to access, use, and benefit from data resources, regardless of their socioeconomic status, location, or other barriers.",DOE Requirements and Guidance for Digital Research Data Management,"These requirements and guidance are part of the implementation of the Department’s Public Access Plan and has been developed with input from a variety of stakeholders in its research mission.

Here, data management involves all stages of the digital data lifecycle including capture, analysis, sharing, and preservation.  The focus of this statement is Data Sharing and Data Preservation of Digital Research Data. ",US Dept of Energy,https://www.energy.gov/datamanagement/doe-requirements-and-guidance-digital-research-data-management,7133
7.2.1,Strategic Energy Planning at The Policy Level,"Approaches to Planning, Monitoring, and Evaluation in Sustainable Energy",,"This lesson highlights strategic energy planning as vital for balancing energy security, economic growth, and climate goals. It emphasizes holistic frameworks that integrate resource assessment, stakeholder engagement, and long-term objectives to align policies with sustainability. Key tools like energy system modeling enable adaptable, data-driven strategies, addressing socio-economic and environmental priorities. The focus is on dynamic planning processes that evolve with technological shifts and climate challenges, ensuring equitable, resilient pathways toward net-zero futures.",1,adaptive planning,"Adaptive planning is a flexible approach to planning that allows for adjustments and changes in response to new information, uncertainties, and evolving conditions, particularly in the context of environmental and sustainability challenges.",Energy planning programme highlights,"Long-term energy planning is crucial for effective policies and investment strategies. NDCs complement energy planning, harmonizing energy and climate goals to scale up renewables. This brochure highlights IRENA's expertise in energy planning support, offering tools and capacity-building programs through the Global LTES Network and Model Analysis.",International Renewable Energy Agency,https://www.irena.org/-/media/Files/IRENA/Planning/IRENA_Energy_planning_brochure_2024.pdf,7211
7.2.1,,,,,2,energy system modeling,"Energy system modeling is the process of creating mathematical representations of energy systems to analyze and predict their behavior, performance, and interactions under various scenarios.",Developing Capacity for Long-Term Energy Policy Planning: A Roadmap,"This report builds on IEA analysis of long-term energy policy planning, and further explores the capacity required at the national level for the different work areas. It equally targets countries in the early stages of developing long-term energy plans and those with more established structures seeking to further develop a specific area or sector. ",IEA,https://www.iea.org/reports/developing-capacity-for-long-term-energy-policy-planning-a-roadmap,7212
7.2.1,,,,,3,long-term energy objectives,"Long-term energy objectives are strategic goals set by governments, organizations, or communities aimed at achieving sustainable energy use, reducing carbon emissions, and transitioning to renewable energy sources over an extended period, typically spanning decades.",Planning for the renewable future: Long-term modelling and tools to expand variable renewable power in emerging economies ,"This report highlights the findings from AVRIL (“Addressing Variable Renewable Energy in Long-term Energy Planning”), a project by IRENA that has identified the best practices in long-term planning and modelling to represent high shares of VRE. ",International Renewable Energy Agency,https://www.irena.org/Publications/2017/Jan/Planning-for-the-renewable-future-Long-term-modelling-and-tools-to-expand-variable-renewable-power,7213
7.2.2,"Fundamentals of Project Planning, Monitoring, and Evaluation",,,"This lesson highlights the fundamentals of project planning, monitoring, and evaluation (PM&E) as essential tools for advancing sustainable energy goals. Rooted in principles like local ownership, stakeholder inclusivity, and outcome-focused effectiveness, PM&E fosters transparency, accountability, and adaptability, ensuring energy projects deliver equitable, sustainable results through iterative learning and evidence-based decision-making.",1,evidence-based decision making,"Evidence-based decision making is the process of making choices based on the best available, well-researched evidence, rather than intuition or personal experience.","UNDP Handbook on Planning, Monitoring, and Evaluating for Development Results","This guide aligns with UNDP’s corporate strategic plan, evaluation policy, and UNEG standards. It provides a framework for planning, monitoring, and evaluation based on the Programme and Operations Policies and Procedures (POPP) to support results-driven development work.",UNDP,http://web.undp.org/evaluation/handbook/documents/english/pme-handbook.pdf,7221
7.2.2,,,,,2,outcome-focused effectiveness,"Outcome-focused effectiveness refers to the evaluation of success based on the results or impacts achieved, rather than the processes or activities undertaken to achieve them.","National Monitoring, Evaluation, and Learning Systems for Climate Change Adaptation","This report explores how nine countries are advancing climate adaptation through innovative monitoring, evaluation, and learning (MEL) systems. This report compares their unique approaches, shedding light on their progress, challenges, and the integration of gender equality and social inclusion (GESI) considerations.",IISD,https://www.iisd.org/publications/report/monitoring-evaluation-learning-systems-adaptation,7222
7.2.2,,,,,3,stakeholder inclusivity,"Stakeholder inclusivity refers to the practice of actively involving all relevant parties, such as community members, employees, customers, and other affected groups, in decision-making processes to ensure diverse perspectives and interests are considered.",Monitoring and Evaluating Adaptation at Aggregated Levels: A Comparative Analysis of Ten Systems,"This paper provides an introduction to different approaches and experiences in designing and implementing (piloting) M&E systems for adaptation at the portfolio, national, regional and international levels.",IISD,https://www.iisd.org/publications/report/monitoring-and-evaluating-adaptation-aggregated-levels-comparative-analysis-ten,7223
7.2.3,Gender and Intersectionality in Energy Data and Planning,,,"This lesson examines the integration of gender and intersectionality into energy data and planning, emphasizing the systemic disparities faced by marginalized groups. It explores challenges in sex-disaggregated data collection, gender-responsive policy design, and inclusive participatory approaches to decision-making. The lesson underscores the need for intersectional analysis to address overlapping inequalities and ensure equitable energy access and planning.",1,gender-responsive data,"Gender-responsive data refers to information that is collected, analyzed, and presented in a way that recognizes and addresses the different needs, experiences, and roles of individuals based on their gender. This type of data helps to inform policies and programs that promote gender equality and empower all genders.",Gender Data and Climate Playbook,"This playbook is a guide to understanding how climate change affects the lives of different genders and seeks to provide practical tools to address these issues. This playbook aims to empower individuals, communities, and policymakers with the knowledge and resources needed to create more equitable and sustainable solutions for a better future.",DATA.ORG,https://data.org/playbooks/gender-data-and-climate/,7231
7.2.3,,,,,2,intersectional analysis,"Intersectional analysis is a framework for understanding how various social identities, such as race, gender, class, and sexuality, intersect and interact to shape individual experiences and systemic inequalities.",Improving energy data to enhance gender equality,"This report highlights a critical opportunity in leveraging sex-disaggregated data to drive effective decision-making in the energy sector. 
A data-driven approach is essential for closing gender gaps in the energy industry. By collecting and analyzing sex-disaggregated data and defining gender indicators, energy data can support an inclusive and equitable transition aligned with the SDGs.",Seforall,https://www.seforall.org/publications/improving-energy-data-to-enhance-gender-equality,7232
7.2.3,,,,,3,sex-disaggregated data,"Data that is collected and presented separately for different sexes, allowing for analysis of gender differences and inequalities.",Intersectionality resource guide and toolkit,"This Resource Guide and Toolkit offers a starting point for
those wishing to deepen their understanding and apply
an intersectional approach to their work. It aims to pro-
vide conceptual clarity, a practical framework and tools
for reducing compounded and intersecting inequalities
faced by people experiencing diverse and compounded
forms of discrimination. ",UN Women,https://www.unwomen.org/sites/default/files/2022-01/Intersectionality-resource-guide-and-toolkit-en.pdf,7233
7.3.1,Data Science Techniques for Energy Analysis,Tools and Techniques for Data-Driven Insights in Energy,,"This lesson explores data science techniques for energy analysis, covering exploratory data analysis (EDA) methods like anomaly detection and predictive modeling. It highlights AI-driven automation in data cleaning, remote sensing integration with GIS for renewable energy optimization, and the role of data visualization in translating complex energy data into actionable insights. The lesson emphasizes leveraging these tools to enhance decision-making and sustainability in the energy sector.",1,data visualization,"Data visualization is the graphical representation of information and data, using visual elements like charts, graphs, and maps to make complex data more accessible and understandable.",Assessment of Energy Sources Using GIS,"This volume is a comprehensive guide to the use of GIS for the spatial analysis of supply and demand for energy in the global and local scale. It gathers the latest research and techniques in GIS for spatial and temporal analysis of energy systems, mapping of energy from fossil fuels, optimization of renewable energy sources, optimized deployment of existing power sources, and assessment of environmental impact of all of the above.",Springer,https://link.springer.com/book/10.1007/978-3-319-52694-2,7311
7.3.1,,,,,2,exploratory data analysis (eda),"Exploratory Data Analysis (EDA) is an approach to analyzing data sets to summarize their main characteristics, often using visual methods, before applying formal modeling or hypothesis testing.",Beautiful Visualization,"This book examines the methods of two dozen visualization experts who approach their projects from a variety of perspectives -- as artists, designers, commentators, scientists, analysts, statisticians, and more. Together they demonstrate how visualization can help us make sense of the world.",Julie Steele,https://www.amazon.com/Beautiful-Visualization-Looking-through-Practice/dp/1449379869,7312
7.3.1,,,,,3,geographical information system (gis),"A Geographical Information System (GIS) is a technology that captures, stores, analyzes, and presents spatial or geographic data, allowing users to visualize and interpret data related to locations on Earth.",Energy Data Science,"Energy Data Science"" serves as a practical guide for applying Python programming and data science techniques to the energy sector. The text explores energy consumption, production, and distribution, equipping readers with tools to analyze and optimize processes while supporting sustainability efforts.",Hayden Van Der Post,https://www.amazon.co.uk/Energy-Data-Science-Approach-Comprehensive-ebook/dp/B0CPXHSFBL,7313
7.3.2,Energy Modelling Tools and Applications,,,"This lesson explores energy modelling tools and their applications in analyzing and optimizing energy systems, covering descriptive, prescriptive, and predictive models for policy analysis, scenario planning, and load forecasting. It highlights renewable energy integration, grid stability, and the role of data value chains in ensuring accurate models to support sustainable energy decision-making and efficient resource management.",1,grid stability analysis,"Grid stability analysis is the assessment of an electrical grid's ability to maintain consistent voltage and frequency levels during normal operation and after disturbances, ensuring reliable power supply.",Benchmarking Scenario Comparisons: Key indicators for the clean energy transition,"This report synthesises experts’ views on how to improve scenario comparison studies to gain insights for the clean energy transition and maps out the motivation, focus and methods of such studies. ",International Renewable Energy Agency,https://www.irena.org/Publications/2021/Sep/Benchmarking-Scenario-Comparisons,7321
7.3.2,,,,,2,renewable energy integration,"The process of incorporating renewable energy sources, such as solar or wind, into the existing energy system to ensure a reliable and efficient energy supply.",Energy planning and modelling support in Africa,"This document highlights key aspects of long-term energy planning programs, emphasizing their role in shaping effective policies, investment strategies, and targets. It explores how comprehensive energy master plans create predictable conditions for scaling up renewable energy technologies at national and regional levels.",International Renewable Energy Agency,https://www.irena.org/-/media/Files/IRENA/Planning/IRENA_Modelling_support_Africa_2020.pdf,7322
7.3.2,,,,,3,scenario planning,Scenario planning is a strategic planning method used to make flexible long-term plans by envisioning and analyzing different future scenarios based on varying assumptions and uncertainties.,Global Energy and Climate Model,"The GEC Model is a highly data-intensive model covering the whole global energy system. Much of the data on
energy supply, transformation and demand, as well as energy prices, is obtained from the IEA’s own databases
of energy and economic statistics. It also draws on data from collaboration with other institutions
 and from a wide range of external sources, which are indicated in the relevant sections of this document",IEA,https://www.iea.org/reports/global-energy-and-climate-model,7323
7.3.1,Applied Machine Learning in Energy Data,,,"This section introduces the use of Machine Learning (ML) in energy policy, focusing on structured data, learning models, and ethical concerns. It covers key applications like energy forecasting and emissions profiling using tools such as Random Forests and clustering. Foundational concepts are linked to real-world use cases to support evidence-based policymaking. The lesson ends by addressing ethical risks and promoting best practices like Explainable AI and Privacy by Design.",1,,,,,,,7331
7.3.2,,,,,2,,,,,,,7332
7.3.3,,,,,3,,,,,,,7333
7.4.1,System-Level Enablers for Innovation in Energy Data ,Future Directions for Data in the Energy Sector,,"This lesson explores the digital foundations needed for equitable energy innovation, highlighting the role of resilient infrastructure, open data, and interoperability. It emphasizes metadata standards, data governance, and the need for trained personnel. Learners will examine how these elements enable ethical, inclusive use of AI and energy data.",,,,,,,,7411
7.4.1,,,,,,,,,,,,7412
7.4.1,,,,,,,,,,,,7413
7.4.2,Advanced Technologies in Energy Systems,,,"This lesson explores how AI and IoT are transforming energy systems, from forecasting and efficiency to real-time grid management. It examines the opportunities and risks of digital infrastructure, emphasizing context-aware, inclusive innovation. Learners will critically assess how intelligent systems can support resilient and equitable energy transitions.",1,artificial intelligence,"Artificial intelligence (AI) refers to the simulation of human intelligence in machines that are programmed to think and learn like humans, enabling them to perform tasks such as problem-solving, understanding language, and recognizing patterns.",Unlocking Smart Grid Opportunities in Emerging Markets and Developing Economies,"This report, part of the Digital Demand Driven Electricity Networks (3DEN) initiative, explores how digital technologies can transform power systems to support clean energy transitions. It provides guidance for policymakers on driving investments in smart, resilient grids and fostering the effective use of digital innovations to integrate renewable energy and enhance energy security, supported by examples and case studies.",IEA,https://www.iea.org/reports/unlocking-smart-grid-opportunities-in-emerging-markets-and-developing-economies,7421
7.4.2,,,,,2,data science,"Data science is the field that uses scientific methods, algorithms, and systems to extract knowledge and insights from structured and unstructured data.",Smart electrification of end-use sectors: Benefits for distribution grids ,Innovation in end-use sectors is vital to the global energy transition; this report explores the benefits that different smart electrification strategies can bring to distribution grids and consumers. ,International Renewable Energy Agency,https://www.irena.org/Publications/2024/Sep/Smart-electrification-of-end-use-sectors-Benefits-for-distribution-grids,7422
7.4.2,,,,,3,generative ai,"Generative AI refers to artificial intelligence systems that can create new content, such as text, images, music, or other media, by learning patterns from existing data.",Batteries and Secure Energy Transitions,"This special report brings together the latest data and information on batteries from around the world, including recent market developments and technological advances. It also offers insights and analysis on leading markets and key barriers to growth. ",International Renewable Energy Agency,https://www.iea.org/reports/batteries-and-secure-energy-transitions,7423
7.4.3,Anticipating Future Trends and Ensuring Equitable Digital Futures,,,"This lesson examines how blockchain and emerging technologies can support equitable energy futures, focusing on transparency, inclusion, and data justice. It highlights risks and design principles to ensure innovation benefits all.",1,blockchain,"Blockchain is a decentralized digital ledger technology that securely records transactions across many computers, ensuring that the recorded data cannot be altered retroactively.",UNDP Strategic Plan 2022-2025,"Monitoring the evolution of key indicators, such as the renewable energy share in total final energy consumption (e.g., indicator 7.2.1), provides vital insights into the progress toward sustainable energy goals. This data-driven approach enhances countries' ability to plan scenarios effectively.",UNDP,https://strategicplan.undp.org/,7431
7.4.3,,,,,2,data equity,"Data equity refers to the fair and just access, use, and representation of data across different communities, ensuring that all groups benefit from data-driven insights and decisions.",Monitoring progress towards sustainable energy goals is key. ,"Monitoring the evolution of key indicators, such as the renewable energy share in total final energy consumption (e.g., indicator 7.2.1), provides vital insights into the progress toward sustainable energy goals. This data-driven approach enhances countries' ability to plan scenarios effectively.",UNDP,https://ethz.ch/en/the-eth-zurich/sustainability.html,7432
7.4.3,,,,,3,deep learning,"Deep learning is a subset of machine learning that uses neural networks with many layers to analyze and learn from large amounts of data, enabling tasks like image and speech recognition.",Renewable Innovations in the Public and Private Sector,"
Monitoring the evolution of key indicators, such as the renewable energy share in total final energy consumption (e.g., indicator 7.2.1), provides vital insights into the progress toward sustainable energy goals. This data-driven approach enhances countries' ability to plan scenarios effectively.",UNDP,https://www.undp.org/energy/energy4sahel,7433
8.1.1,Key Drivers of Future Energy Demand and System Transformation,Chapter 1: Future Trends and Projections¬†,Innovation in Sustainable Energy,"Explores macroeconomic trends, demographic shifts, and technological factors‚Äîsuch as digitalization, improved energy efficiency, and electrification of hard-to-abate sectors‚Äîthat are reshaping energy demand. It emphasizes understanding how these drivers contribute to system transformation.",1,,,How Digitally Automated Demand Could Transform the Way We Use Energy,,https://www.carbontrust.com/en-eu/news-and-insights/insights/net-zero-in-conversation-how-digitally-automated-demand-could-transform-the-way-we-use-energy,Carbon Trust,8111
8.1.1,,,,,2,,,Renewables 2023 Global Status Report Collection Energy Demand,,https://www.unep.org/resources/report/renewables-2023-global-status-report-collection-energy-demand,REN21,8112
8.1.1,,,,,3,,,Digitalization: Accelerating the Electricity System Transformation.,,https://unece.org/sed/documents/2022/07/session-documents/digitalization-accelerating-electricity-system,UNECE,8113
8.1.2,"The Changing Landscape of Energy Supply: Resources, Markets, and Policies",,,"Analyzes the interplay between renewable and fossil fuels, evolving supply chains, and government policies in energy sourcing. It examines how market dynamics, technological innovations, and geopolitical factors are redefining energy supply and resource management.",1,,,Financing Clean Energy in Africa,,https://www.undp.org/stories/harnessing-power-hydrogen,IRENA,8121
8.1.2,,,,,2,,,The Changing Role of Hydropower: Challenges and Opportunities,,https://www.irena.org/Publications/2023/Feb/The-changing-role-of-hydropower-Challenges-and-opportunities,IRENA,8122
8.1.2,,,,,3,,,Electricity Market Report 2023,,https://www.iea.org/reports/electricity-market-report-2023,IEA,8123
8.1.3,"Challenges, Tipping Points and Solutions in Renewable Energy",,,"Discusses technical challenges like grid stability and renewable integration, as well as non-technical barriers such as cost constraints and public acceptance. It provides insights into critical tipping points and potential solutions through policy, market reforms, and technological innovation.",1,,,Maximizing Socioeconomic Benefits Triggered by Renewables,,http://www.unwomen.org/en/digital-library/publications/2013/5/guidance-note---sustainable-energy,IEA,8131
